accession,num_hits,num_seqs,num_pred_res,num_pred_int,num_pred_sus,species,actual_phenotype
SRR5385660,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5385672,129,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5385680,128,14,14,0,0,klebsiella_pneumoniae,Resistant
SRR5385684,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5385692,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR5385695,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5385696,0,6,0,4,2,klebsiella_pneumoniae,Intermediate
SRR5385701,0,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5385706,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5385711,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5385722,129,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5385728,96,5,5,0,0,klebsiella_pneumoniae,Resistant
SRR5385733,0,7,0,7,0,klebsiella_pneumoniae,Intermediate
SRR5385735,0,8,0,7,1,klebsiella_pneumoniae,Intermediate
SRR5385736,127,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5385737,3,2,1,1,0,klebsiella_pneumoniae,Intermediate
SRR5385738,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR5385743,0,5,0,2,3,klebsiella_pneumoniae,Susceptible
SRR5385745,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR5385750,127,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5385760,129,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5385761,2,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5385768,96,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5385769,0,6,0,6,0,klebsiella_pneumoniae,Intermediate
SRR5385771,124,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5385789,128,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5385790,129,13,13,0,0,klebsiella_pneumoniae,Resistant
SRR5385810,0,4,0,2,2,klebsiella_pneumoniae,Intermediate
SRR5385819,0,4,0,4,0,klebsiella_pneumoniae,Intermediate
SRR5385823,96,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5385835,0,7,0,0,7,klebsiella_pneumoniae,Susceptible
SRR5385837,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR5385848,129,6,6,0,0,klebsiella_pneumoniae,Resistant
SRR5385858,121,13,13,0,0,klebsiella_pneumoniae,Resistant
SRR5385860,127,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5385870,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5385880,126,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5385882,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5385883,130,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5385884,128,14,14,0,0,klebsiella_pneumoniae,Resistant
SRR5385886,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5385890,127,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5385894,129,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5385901,0,6,0,0,6,klebsiella_pneumoniae,Susceptible
SRR5385904,127,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5385908,65,6,6,0,0,klebsiella_pneumoniae,Resistant
SRR5385916,126,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5385918,129,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5385923,50,19,7,0,12,klebsiella_pneumoniae,Susceptible
SRR5385924,0,6,0,4,2,klebsiella_pneumoniae,Intermediate
SRR5385926,127,15,15,0,0,klebsiella_pneumoniae,Resistant
SRR5385928,3,1,0,1,0,klebsiella_pneumoniae,Intermediate
SRR5385930,129,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5385931,130,16,16,0,0,klebsiella_pneumoniae,Resistant
SRR5385932,128,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5385935,6,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5385937,0,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5385946,3,1,0,1,0,klebsiella_pneumoniae,Intermediate
SRR5385953,0,7,0,7,0,klebsiella_pneumoniae,Intermediate
SRR5385964,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5385976,0,5,0,0,5,klebsiella_pneumoniae,Susceptible
SRR5385978,0,9,0,8,1,klebsiella_pneumoniae,Intermediate
SRR5386003,4,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386027,0,5,0,0,5,klebsiella_pneumoniae,Susceptible
SRR5386032,7,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386036,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386038,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386039,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386041,126,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5386050,0,6,0,6,0,klebsiella_pneumoniae,Intermediate
SRR5386052,0,6,0,0,6,klebsiella_pneumoniae,Susceptible
SRR5386057,127,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5386062,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386069,126,14,14,0,0,klebsiella_pneumoniae,Resistant
SRR5386078,127,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5386079,0,7,0,6,1,klebsiella_pneumoniae,Intermediate
SRR5386084,96,6,6,0,0,klebsiella_pneumoniae,Resistant
SRR5386093,129,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5386096,0,6,0,2,4,klebsiella_pneumoniae,Susceptible
SRR5386107,96,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5386109,0,6,0,6,0,klebsiella_pneumoniae,Intermediate
SRR5386122,0,8,0,8,0,klebsiella_pneumoniae,Intermediate
SRR5386126,0,7,0,6,1,klebsiella_pneumoniae,Intermediate
SRR5386131,126,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5386148,5,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386155,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386170,0,8,0,0,8,klebsiella_pneumoniae,Susceptible
SRR5386183,96,3,3,0,0,klebsiella_pneumoniae,Resistant
SRR5386192,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386193,127,14,14,0,0,klebsiella_pneumoniae,Resistant
SRR5386194,0,3,0,2,1,klebsiella_pneumoniae,Intermediate
SRR5386196,0,11,0,10,1,klebsiella_pneumoniae,Intermediate
SRR5386197,0,1,0,0,1,klebsiella_pneumoniae,Resistant
SRR5386203,128,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5386206,128,16,16,0,0,klebsiella_pneumoniae,Resistant
SRR5386207,113,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5386213,0,6,0,6,0,klebsiella_pneumoniae,Intermediate
SRR5386221,7,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386222,6,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386224,128,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386225,7,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386226,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386239,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386241,128,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5386246,128,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5386249,0,2,0,0,2,klebsiella_pneumoniae,Resistant
SRR5386250,128,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5386259,128,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5386265,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386270,128,6,6,0,0,klebsiella_pneumoniae,Resistant
SRR5386273,127,3,3,0,0,klebsiella_pneumoniae,Resistant
SRR5386289,0,3,0,3,0,klebsiella_pneumoniae,Intermediate
SRR5386301,128,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5386305,128,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5386306,0,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386313,5,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386319,3,1,0,1,0,klebsiella_pneumoniae,Intermediate
SRR5386323,128,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5386324,128,13,13,0,0,klebsiella_pneumoniae,Resistant
SRR5386325,128,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5386332,128,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5386333,128,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5386335,4,1,1,0,0,klebsiella_pneumoniae,Susceptible
SRR5386345,0,7,0,0,7,klebsiella_pneumoniae,Susceptible
SRR5386346,95,9,8,1,0,klebsiella_pneumoniae,Resistant
SRR5386357,0,3,0,3,0,klebsiella_pneumoniae,Intermediate
SRR5386370,0,1,0,1,0,klebsiella_pneumoniae,Resistant
SRR5386371,127,20,20,0,0,klebsiella_pneumoniae,Resistant
SRR5386373,7,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386387,3,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386391,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR5386393,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386394,0,6,0,6,0,klebsiella_pneumoniae,Intermediate
SRR5386428,128,14,14,0,0,klebsiella_pneumoniae,Resistant
SRR5386429,0,10,0,10,0,klebsiella_pneumoniae,Intermediate
SRR5386439,96,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5386451,3,1,0,1,0,klebsiella_pneumoniae,Susceptible
SRR5386453,128,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5386454,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR5386456,127,19,19,0,0,klebsiella_pneumoniae,Resistant
SRR5386468,7,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386469,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5386486,6,2,0,0,2,klebsiella_pneumoniae,Intermediate
SRR5386492,129,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5386498,127,16,16,0,0,klebsiella_pneumoniae,Resistant
SRR5386503,0,5,0,0,5,klebsiella_pneumoniae,Susceptible
SRR5386504,66,10,8,2,0,klebsiella_pneumoniae,Resistant
SRR5386520,96,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5386524,127,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5386532,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5386538,118,5,5,0,0,klebsiella_pneumoniae,Resistant
SRR5386540,121,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386547,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5386552,130,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386556,6,1,1,0,0,klebsiella_pneumoniae,Susceptible
SRR5386563,0,3,0,3,0,klebsiella_pneumoniae,Intermediate
SRR5386574,96,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5386591,96,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5386595,96,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5386596,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386599,0,8,0,0,8,klebsiella_pneumoniae,Susceptible
SRR5386600,50,17,9,0,8,klebsiella_pneumoniae,Susceptible
SRR5386614,0,5,0,5,0,klebsiella_pneumoniae,Intermediate
SRR5386615,127,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5386623,0,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386627,0,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386629,0,3,0,1,2,klebsiella_pneumoniae,Susceptible
SRR5386630,99,7,6,1,0,klebsiella_pneumoniae,Resistant
SRR5386636,0,4,0,3,1,klebsiella_pneumoniae,Intermediate
SRR5386637,128,15,15,0,0,klebsiella_pneumoniae,Resistant
SRR5386638,0,4,0,4,0,klebsiella_pneumoniae,Intermediate
SRR5386644,129,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5386654,0,5,0,0,5,klebsiella_pneumoniae,Susceptible
SRR5386656,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR5386661,0,8,0,8,0,klebsiella_pneumoniae,Intermediate
SRR5386668,0,5,0,5,0,klebsiella_pneumoniae,Intermediate
SRR5386675,127,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5386699,0,7,0,0,7,klebsiella_pneumoniae,Susceptible
SRR5386706,0,5,0,5,0,klebsiella_pneumoniae,Intermediate
SRR5386720,0,1,1,0,0,klebsiella_pneumoniae,Resistant
SRR5386743,6,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386748,128,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5386758,63,4,4,0,0,klebsiella_pneumoniae,Resistant
SRR5386759,5,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386761,0,1,1,0,0,klebsiella_pneumoniae,Resistant
SRR5386765,129,13,13,0,0,klebsiella_pneumoniae,Resistant
SRR5386770,128,14,14,0,0,klebsiella_pneumoniae,Resistant
SRR5386784,3,2,0,1,1,klebsiella_pneumoniae,Intermediate
SRR5386785,3,1,0,1,0,klebsiella_pneumoniae,Intermediate
SRR5386796,96,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5386802,128,39,23,4,12,klebsiella_pneumoniae,Susceptible
SRR5386806,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5386811,0,3,0,3,0,klebsiella_pneumoniae,Intermediate
SRR5386814,96,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5386820,64,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5386827,95,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386828,3,1,0,0,1,klebsiella_pneumoniae,Resistant
SRR5386830,128,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5386831,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5386844,26,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386846,6,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5386924,129,16,16,0,0,klebsiella_pneumoniae,Resistant
SRR5386955,129,14,14,0,0,klebsiella_pneumoniae,Resistant
SRR5386958,7,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5386959,127,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5386969,0,7,0,7,0,klebsiella_pneumoniae,Intermediate
SRR5386970,6,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5386982,80,7,7,0,0,klebsiella_pneumoniae,Resistant
SRR5386984,0,5,0,4,1,klebsiella_pneumoniae,Intermediate
SRR5386998,96,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5386999,13,3,0,1,2,klebsiella_pneumoniae,Intermediate
SRR5387001,127,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5387025,127,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5387027,0,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5387031,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR5387033,130,9,9,0,0,klebsiella_pneumoniae,Resistant
SRR5387156,128,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5387159,128,15,15,0,0,klebsiella_pneumoniae,Resistant
SRR5387161,7,4,1,0,3,klebsiella_pneumoniae,Susceptible
SRR5387175,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5387179,7,2,1,0,1,klebsiella_pneumoniae,Susceptible
SRR5387193,6,2,1,0,1,klebsiella_pneumoniae,Susceptible
SRR5387197,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
SRR5387200,115,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5387210,4,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5387211,0,2,0,0,2,klebsiella_pneumoniae,Resistant
SRR5387214,129,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5387221,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5387222,128,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5387223,0,3,0,1,2,klebsiella_pneumoniae,Susceptible
SRR5387224,5,2,0,0,2,klebsiella_pneumoniae,Susceptible
SRR5387234,11,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5387249,127,5,5,0,0,klebsiella_pneumoniae,Resistant
SRR5387258,128,5,5,0,0,klebsiella_pneumoniae,Resistant
SRR5387260,3,1,0,1,0,klebsiella_pneumoniae,Intermediate
SRR5387261,0,5,0,4,1,klebsiella_pneumoniae,Intermediate
SRR5387288,62,4,4,0,0,klebsiella_pneumoniae,Resistant
SRR5387293,128,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5387294,127,6,6,0,0,klebsiella_pneumoniae,Resistant
SRR5387296,96,5,5,0,0,klebsiella_pneumoniae,Resistant
SRR5387299,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5387311,96,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5387313,127,8,8,0,0,klebsiella_pneumoniae,Resistant
SRR5387315,128,5,5,0,0,klebsiella_pneumoniae,Resistant
SRR5387321,3,1,1,0,0,klebsiella_pneumoniae,Intermediate
SRR5387350,127,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5387353,129,12,12,0,0,klebsiella_pneumoniae,Resistant
SRR5387355,2,1,1,0,0,klebsiella_pneumoniae,Susceptible
SRR5387356,96,6,6,0,0,klebsiella_pneumoniae,Resistant
SRR5387361,4,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5387362,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR5387374,127,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5387375,0,7,0,6,1,klebsiella_pneumoniae,Intermediate
SRR5387376,128,14,14,0,0,klebsiella_pneumoniae,Resistant
SRR5387390,0,4,0,1,3,klebsiella_pneumoniae,Susceptible
SRR5387409,4,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5387411,127,11,11,0,0,klebsiella_pneumoniae,Resistant
SRR5387419,129,10,10,0,0,klebsiella_pneumoniae,Resistant
SRR5398452,154,5,5,0,0,escherichia_coli,Resistant
SRR5420063,3,1,0,0,1,klebsiella_pneumoniae,Intermediate
SRR5420065,66,29,4,0,25,escherichia_coli,Susceptible
SRR5420067,7,1,0,0,1,escherichia_coli,Susceptible
SRR5420068,94,4,4,0,0,escherichia_coli,Resistant
SRR5420070,157,11,11,0,0,escherichia_coli,Resistant
SRR5420071,16,2,0,0,2,escherichia_coli,Susceptible
SRR5445911,6,1,0,0,1,escherichia_coli,Susceptible
SRR5445913,96,5,5,0,0,klebsiella_pneumoniae,Resistant
SRR5445916,155,9,8,0,1,escherichia_coli,Resistant
SRR5445918,11,1,0,0,1,escherichia_coli,Susceptible
SRR5445921,11,1,0,0,1,escherichia_coli,Susceptible
SRR5477437,50,3,0,2,1,acinetobacter_baumannii,Susceptible
SRR5482170,50,14,0,0,14,escherichia_coli,Susceptible
SRR5573042,102,35,10,0,25,salmonella_enterica,Susceptible
SRR5573052,0,6,0,0,6,salmonella_enterica,Susceptible
SRR5573056,84,44,10,28,6,salmonella_enterica,Intermediate
SRR5573063,0,5,0,1,4,salmonella_enterica,Susceptible
SRR5573064,102,11,11,0,0,salmonella_enterica,Resistant
SRR5573075,7,3,0,0,3,salmonella_enterica,Susceptible
SRR5573076,131,6,6,0,0,salmonella_enterica,Resistant
SRR5573108,126,49,9,0,40,salmonella_enterica,Susceptible
SRR5573113,105,35,10,0,25,salmonella_enterica,Susceptible
SRR5573127,0,1,0,0,1,salmonella_enterica,Resistant
SRR5573134,0,6,0,0,6,salmonella_enterica,Susceptible
SRR5573144,258,24,24,0,0,salmonella_enterica,Resistant
SRR5642372,38,17,0,0,17,pseudomonas_aeruginosa,Susceptible
SRR5642373,123,51,9,17,25,pseudomonas_aeruginosa,Intermediate
SRR5642377,35,7,2,0,5,pseudomonas_aeruginosa,Resistant
SRR5642379,123,49,9,5,35,pseudomonas_aeruginosa,Susceptible
SRR5642380,33,19,0,7,12,pseudomonas_aeruginosa,Intermediate
SRR5642502,114,51,14,0,37,pseudomonas_aeruginosa,Susceptible
SRR5642503,34,2,1,0,1,pseudomonas_aeruginosa,Resistant
SRR5642504,34,25,1,9,15,pseudomonas_aeruginosa,Intermediate
SRR5642507,115,42,6,1,35,pseudomonas_aeruginosa,Susceptible
SRR5642508,29,8,1,0,7,pseudomonas_aeruginosa,Susceptible
SRR5642510,28,13,0,0,13,pseudomonas_aeruginosa,Susceptible
SRR5642511,37,21,0,0,21,pseudomonas_aeruginosa,Susceptible
SRR5642512,43,20,0,6,14,pseudomonas_aeruginosa,Susceptible
SRR5642513,114,37,12,0,25,pseudomonas_aeruginosa,Susceptible
SRR5642515,117,51,4,0,47,pseudomonas_aeruginosa,Susceptible
SRR5642517,31,14,0,1,13,pseudomonas_aeruginosa,Susceptible
SRR5642518,31,15,0,0,15,pseudomonas_aeruginosa,Susceptible
SRR5806867,0,1,0,0,1,escherichia_coli,Susceptible
SRR5806874,156,12,12,0,0,escherichia_coli,Resistant
SRR5806875,156,7,7,0,0,escherichia_coli,Resistant
SRR5806876,11,3,0,0,3,escherichia_coli,Susceptible
SRR5806877,7,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR5806879,3,1,0,0,1,escherichia_coli,Susceptible
SRR5806880,156,11,11,0,0,escherichia_coli,Resistant
SRR5810504,0,2,0,0,2,escherichia_coli,Susceptible
SRR5810505,0,5,0,0,5,escherichia_coli,Susceptible
SRR5810510,63,29,8,7,14,escherichia_coli,Intermediate
SRR5810511,0,5,0,0,5,escherichia_coli,Susceptible
SRR5810512,63,26,4,9,13,escherichia_coli,Intermediate
SRR5810513,11,2,0,0,2,escherichia_coli,Susceptible
SRR5827018,72,30,0,12,18,neisseria_gonorrhoeae,Susceptible
SRR5827020,72,45,0,39,6,neisseria_gonorrhoeae,Intermediate
SRR5827021,72,40,0,34,6,neisseria_gonorrhoeae,Intermediate
SRR5827022,71,37,1,21,15,neisseria_gonorrhoeae,Intermediate
SRR5827024,64,19,0,0,19,neisseria_gonorrhoeae,Susceptible
SRR5827026,65,20,0,0,20,neisseria_gonorrhoeae,Susceptible
SRR5827030,66,47,2,27,18,neisseria_gonorrhoeae,Intermediate
SRR5827033,72,10,7,0,3,neisseria_gonorrhoeae,Resistant
SRR5827034,72,6,4,0,2,neisseria_gonorrhoeae,Resistant
SRR5827035,65,19,0,0,19,neisseria_gonorrhoeae,Susceptible
SRR5827036,65,24,2,0,22,neisseria_gonorrhoeae,Susceptible
SRR5827037,72,47,0,40,7,neisseria_gonorrhoeae,Intermediate
SRR5827040,71,27,0,4,23,neisseria_gonorrhoeae,Susceptible
SRR5827042,64,19,0,0,19,neisseria_gonorrhoeae,Susceptible
SRR5827045,64,22,0,0,22,neisseria_gonorrhoeae,Susceptible
SRR5827046,65,17,0,0,17,neisseria_gonorrhoeae,Susceptible
SRR5827049,71,26,0,2,24,neisseria_gonorrhoeae,Susceptible
SRR5827050,99,10,5,1,4,neisseria_gonorrhoeae,Resistant
SRR5827055,68,28,1,1,26,neisseria_gonorrhoeae,Susceptible
SRR5827061,64,19,0,0,19,neisseria_gonorrhoeae,Susceptible
SRR5827064,73,47,3,29,15,neisseria_gonorrhoeae,Intermediate
SRR5827066,74,23,0,6,17,neisseria_gonorrhoeae,Susceptible
SRR5827067,73,26,0,5,21,neisseria_gonorrhoeae,Susceptible
SRR5827068,64,18,0,0,18,neisseria_gonorrhoeae,Susceptible
SRR5827072,50,17,1,1,15,neisseria_gonorrhoeae,Susceptible
SRR5827076,75,45,2,26,17,neisseria_gonorrhoeae,Intermediate
SRR5827077,72,8,8,0,0,neisseria_gonorrhoeae,Resistant
SRR5827083,72,8,4,0,4,neisseria_gonorrhoeae,Resistant
SRR5827086,72,34,0,14,20,neisseria_gonorrhoeae,Intermediate
SRR5827087,65,23,1,0,22,neisseria_gonorrhoeae,Susceptible
SRR5827088,71,9,5,0,4,neisseria_gonorrhoeae,Resistant
SRR5827089,65,17,0,0,17,neisseria_gonorrhoeae,Susceptible
SRR5827092,68,42,2,15,25,neisseria_gonorrhoeae,Intermediate
SRR5827097,55,7,2,0,5,neisseria_gonorrhoeae,Resistant
SRR5827099,55,4,0,1,3,neisseria_gonorrhoeae,Resistant
SRR5827103,70,28,0,9,19,neisseria_gonorrhoeae,Susceptible
SRR5827104,72,47,0,41,6,neisseria_gonorrhoeae,Intermediate
SRR5827111,72,5,3,0,2,neisseria_gonorrhoeae,Resistant
SRR5827112,96,9,3,3,3,neisseria_gonorrhoeae,Resistant
SRR5827115,101,7,4,2,1,neisseria_gonorrhoeae,Resistant
SRR5827116,65,17,0,0,17,neisseria_gonorrhoeae,Susceptible
SRR5827117,65,21,1,0,20,neisseria_gonorrhoeae,Susceptible
SRR5827118,73,36,0,17,19,neisseria_gonorrhoeae,Intermediate
SRR5827119,65,33,0,0,33,neisseria_gonorrhoeae,Susceptible
SRR5827120,65,20,0,0,20,neisseria_gonorrhoeae,Susceptible
SRR5827124,72,5,3,1,1,neisseria_gonorrhoeae,Resistant
SRR5827125,65,24,1,0,23,neisseria_gonorrhoeae,Susceptible
SRR5827126,65,20,0,0,20,neisseria_gonorrhoeae,Susceptible
SRR5827137,62,23,0,3,20,neisseria_gonorrhoeae,Susceptible
SRR5827138,65,25,0,0,25,neisseria_gonorrhoeae,Susceptible
SRR5827141,63,5,2,0,3,neisseria_gonorrhoeae,Resistant
SRR5827142,73,40,0,33,7,neisseria_gonorrhoeae,Intermediate
SRR5827143,65,24,0,0,24,neisseria_gonorrhoeae,Susceptible
SRR5827145,69,20,2,0,18,neisseria_gonorrhoeae,Susceptible
SRR5827148,86,8,3,1,4,neisseria_gonorrhoeae,Resistant
SRR5827149,101,11,4,1,6,neisseria_gonorrhoeae,Resistant
SRR5827150,65,27,2,0,25,neisseria_gonorrhoeae,Susceptible
SRR5827151,65,27,0,0,27,neisseria_gonorrhoeae,Susceptible
SRR5827152,73,27,0,0,27,neisseria_gonorrhoeae,Susceptible
SRR5827157,65,24,0,0,24,neisseria_gonorrhoeae,Susceptible
SRR5827160,72,24,0,6,18,neisseria_gonorrhoeae,Susceptible
SRR5827164,50,13,0,0,13,neisseria_gonorrhoeae,Susceptible
SRR5827165,51,16,2,0,14,neisseria_gonorrhoeae,Susceptible
SRR5827166,65,21,2,0,19,neisseria_gonorrhoeae,Susceptible
SRR5827169,72,8,6,0,2,neisseria_gonorrhoeae,Resistant
SRR5827172,72,33,0,25,8,neisseria_gonorrhoeae,Intermediate
SRR5827173,65,18,0,0,18,neisseria_gonorrhoeae,Susceptible
SRR5827178,64,24,2,0,22,neisseria_gonorrhoeae,Susceptible
SRR5827180,65,18,1,0,17,neisseria_gonorrhoeae,Susceptible
SRR5827184,57,18,1,2,15,neisseria_gonorrhoeae,Susceptible
SRR5827188,69,36,1,18,17,neisseria_gonorrhoeae,Intermediate
SRR5827189,72,45,4,28,13,neisseria_gonorrhoeae,Intermediate
SRR5827190,73,32,3,9,20,neisseria_gonorrhoeae,Susceptible
SRR5827193,72,38,0,16,22,neisseria_gonorrhoeae,Intermediate
SRR5827194,50,23,2,1,20,neisseria_gonorrhoeae,Susceptible
SRR5827197,73,32,0,0,32,neisseria_gonorrhoeae,Susceptible
SRR5827201,73,5,2,0,3,neisseria_gonorrhoeae,Resistant
SRR5827202,62,31,4,13,14,neisseria_gonorrhoeae,Intermediate
SRR5827207,65,23,0,0,23,neisseria_gonorrhoeae,Susceptible
